Date,scene,Session,CamFrameNum,NumCam,SessionFrameNum,Actions,subject,
2022/10/12,10,ebbdbef726_video,816,8,6528,sit,subj15,
2022/10/12,10,ebbdbef727_video,540,8,4320,sit,subj15,
2022/10/12,10,ebbdbef728_video,1686,8,13488,row,subj22,
2022/10/12,10,ebbdbef729_video,876,8,7008,row,subj22,
2022/10/12,10,ebbdbef730_video,810,8,6480,row,subj22,
2022/10/12,10,ebbdbef731_video,600,8,4800,row,subj22,
2022/10/12,10,ebbdbef732_video,426,8,3408,talk,subj15,
2022/10/12,10,ebbdbef733_video,390,8,3120,drink,subj15,
2022/10/12,10,ebbdbef734_video,246,8,1968,drink,subj15,
2022/10/12,10,ebbdbef735_video,396,8,3168,drink,subj15,
2022/10/12,10,ebbdbef736_video,390,8,3120,drink,subj15,
2022/10/12,10,ebbdbef737_video,870,8,6960,jacket,subj15,
2022/10/12,10,ebbdbef738_video,996,8,7968,jacket,subj15,
2022/10/12,10,ebbdbef739_video,1686,8,13488,read,subj15,
2022/10/12,10,ebbdbef740_video,2286,8,18288,read,subj15,
2022/10/12,10,ebbdbef741_video,1416,8,11328,read,subj15,
2022/10/12,10,ebbdbef742_video,1590,8,12720,read,subj15,
2022/10/12,10,ebbdbef743_video,1446,8,11568,talk,subj22,
2022/10/12,10,ebbdbef744_video,360,8,2880,upstair,subj15,
2022/10/12,10,ebbdbef745_video,900,8,7200,upstair,subj15,
2022/10/12,10,ebbdbef746_video,720,8,5760,upstair,subj15,
2022/10/12,10,ebbdbef747_video,750,8,6000,upstair,subj15,
2022/10/12,10,ebbdbef748_video,546,8,4368,talk,subj22,
2022/10/12,10,ebbdbef749_video,1290,8,10320,photo,subj15,
2022/10/12,10,ebbdbef750_video,1446,8,11568,photo,subj15,
2022/10/12,10,ebbdbef751_video,2616,8,20928,phone call,subj15,
2022/10/12,10,ebbdbef752_video,1146,8,9168,flybird,subj19,
2022/10/12,10,ebbdbef753_video,426,8,3408,flybird,subj19,
2022/10/12,10,ebbdbef754_video,516,8,4128,flybird,subj19,
2022/10/12,10,ebbdbef755_video,660,8,5280,flybird,subj19,
2022/10/18,10,b2bead8201_video,150,8,1200,move chair,subj40,
2022/10/18,10,b2bead8202_video,366,8,2928,talk,subj40,
2022/10/18,10,b2bead8203_video,486,8,3888,sit,subj40,
2022/10/18,10,b2bead8204_video,336,8,2688,move chair,subj40,
2022/10/18,10,b2bead8205_video,420,8,3360,sit/stand,subj40,
2022/10/18,10,b2bead8206_video,300,8,2400,move chair,subj40,
2022/10/18,10,b2bead8207_video,870,8,6960,sit,subj40,
2022/10/18,10,b2bead8208_video,966,8,7728,sit,subj40,
2022/10/18,10,b2bead8209_video,276,8,2208,move chair,subj40,
2022/10/18,10,b2bead8210_video,636,8,5088,play phone,subj40,
2022/10/18,10,b2bead8211_video,360,8,2880,move chair,subj40,
2022/10/18,10,b2bead8212_video,1350,8,10800,photo,subj40,
2022/10/18,10,b2bead8213_video,1086,8,8688,photo,subj40,
2022/10/18,10,b2bead8214_video,1056,8,8448,photo,subj40,
2022/10/18,10,b2bead8215_video,780,8,6240,photo,subj40,
2022/10/18,10,b2bead8216_video,1410,8,11280,phone call,subj40,
2022/10/18,10,b2bead8217_video,1836,8,14688,phone call,subj40,
2022/10/18,10,b2bead8218_video,360,8,2880,phone call,subj40,
2022/10/18,10,b2bead8219_video,1020,8,8160,drink,subj40,
2022/10/18,10,b2bead8220_video,1290,8,10320,drink,subj40,
2022/10/18,10,b2bead8221_video,246,8,1968,drink,subj40,
2022/10/18,10,b2bead8222_video,486,8,3888,tie shoe,subj40,
2022/10/18,10,b2bead8223_video,216,8,1728,talk,subj40,
2022/10/18,10,b2bead8224_video,726,8,5808,tie shoe,subj40,
2022/10/18,10,b2bead8225_video,426,8,3408,pick up,subj40,
2022/10/18,10,b2bead8226_video,510,8,4080,tie shoe,subj40,
2022/10/18,10,b2bead8227_video,186,8,1488,stand up,subj40,
2022/10/18,10,b2bead8228_video,516,8,4128,jacket,subj40,
2022/10/18,10,b2bead8229_video,1080,8,8640,jacket,subj40,
2022/10/18,10,b2bead8230_video,630,8,5040,umbrella,subj40,
2022/10/18,10,b2bead8231_video,636,8,5088,umbrella,subj40,
2022/10/18,10,b2bead8232_video,1830,8,14640,bag,subj40,
2022/10/18,10,b2bead8233_video,990,8,7920,jump,subj40,
2022/10/18,10,b2bead8234_video,846,8,6768,cross barrier,subj40,
2022/10/18,10,b2bead8235_video,306,8,2448,jump,subj40,
2022/10/18,10,b2bead8236_video,576,8,4608,move chair,subj39,
2022/10/18,10,b2bead8237_video,300,8,2400,upstairs,subj39,
2022/10/18,10,b2bead8238_video,330,8,2640,move chair,subj39,
2022/10/18,10,b2bead8239_video,516,8,4128,upstairs,subj39,
2022/10/18,10,b2bead8240_video,360,8,2880,move chair,subj39,
2022/10/18,10,b2bead8241_video,600,8,4800,upstairs,subj39,
2022/10/18,10,b2bead8242_video,180,8,1440,move chair,subj39,
2022/10/18,10,b2bead8243_video,510,8,4080,upstairs,subj39,
2022/10/18,10,b2bead8244_video,756,8,6048,upstairs,subj39,
2022/10/18,10,b2bead8245_video,390,8,3120,move chair,subj39,
2022/10/18,10,b2bead8246_video,1140,8,9120,wipe chair,subj39,
2022/10/18,10,b2bead8247_video,390,8,3120,make chair,subj39,
2022/10/18,10,b2bead8248_video,756,8,6048,read,subj39,
2022/10/18,10,b2bead8249_video,150,8,1200,read,subj39,
2022/10/18,10,b2bead8250_video,666,8,5328,read,subj39,
2022/10/18,10,b2bead8251_video,1086,8,8688,read,subj39,
2022/10/18,10,b2bead8252_video,2166,8,17328,read,subj39,
2022/10/18,10,b2bead8253_video,360,8,2880,drink,subj39,
2022/10/18,10,b2bead8254_video,966,8,7728,drink,subj39,
2022/10/18,10,b2bead8255_video,876,8,7008,drink,subj39,
2022/10/18,10,b2bead8256_video,1140,8,9120,drink,subj39,
2022/10/18,10,b2bead8257_video,1740,8,13920,drink,subj38,
2022/10/18,10,b2bead8258_video,630,8,5040,sit,subj38,
2022/10/18,10,b2bead8259_video,996,8,7968,eat,subj38,
2022/10/18,10,b2bead8260_video,420,8,3360,eat,subj38,
2022/10/18,10,b2bead8261_video,696,8,5568,kick shuttlecock,subj38,
2022/10/18,10,b2bead8262_video,426,8,3408,kick shuttlecock,subj38,
2022/10/18,10,b2bead8263_video,336,8,2688,kick shuttlecock,subj38,
2022/10/18,10,b2bead8264_video,396,8,3168,kick shuttlecock,subj38,
2022/10/18,10,b2bead8265_video,1416,8,11328,arm lifting,subj38,
2022/10/18,10,b2bead8266_video,870,8,6960,strentch,subj38,
2022/10/18,10,b2bead8267_video,516,8,4128,strentch,subj38,
2022/10/18,10,b2bead8268_video,780,8,6240,strentch,subj38,
2022/10/18,10,b2bead8269_video,270,8,2160,sit,subj38,
2022/10/18,10,b2bead8270_video,786,8,6288,jacket,subj38,
2022/10/18,10,b2bead8271_video,636,8,5088,jacket,subj38,
2022/10/18,10,b2bead8272_video,720,8,5760,jacket,subj38,
2022/10/18,10,b2bead8273_video,1446,8,11568,phone call,subj38,
2022/10/18,10,b2bead8274_video,1866,8,14928,phone call,subj38,
2022/10/18,10,b2bead8275_video,1230,8,9840,wash hands,subj38,
2022/10/18,10,b2bead8276_video,966,8,7728,wash hands,subj38,
